codigo_postal,tipo,localidad,precio(mxn_peso),habitaciones,baños,area(m2)
21376,Fraccionamiento,Gran Segovia,4850000,3,2,300
21250,Colonia,República Mexicana,3900000,2,1,146
21355,Colonia,Hacienda del Bosque,560000,3,1,115
21255,Fraccionamiento,Montecarlo 3ra. Sección,4490000,2,1,100
21290,Colonia,Independencia,3500000,3,2,120
21378,Fraccionamiento,Monet Residencial,3700000,3,2,109
21323,Fraccionamiento,Residencial Barcelona III,1750000,3,1,66
21130,Colonia,Baja California,1000000,2,2,80
21226,Fraccionamiento,Duara Residencial,8500000,3,2,180
21030,Colonia,Libertad,3650000,4,2,110
21355,Fraccionamiento,Villa Residencial del Prado,497000,2,1,50
21395,Fraccionamiento,Altaria Residencial,5458000,3,3,155
21378,Colonia,Saturno (Abasolo),790000,3,3,163
21353,Fraccionamiento,Villa Residencial Venecia 2da Etapa,2400000,3,1,89
21395,Fraccionamiento,Parajes de Oriente,1500000,3,1,125
21040,Fraccionamiento,Calafia,3200000,2,2,120
21050,Fraccionamiento,Guajardo,1300000,3,1,120
21378,Fraccionamiento,Cerrada Quebec,3895000,3,3,135
21339,Fraccionamiento,Santa Mónica,3500000,2,1,134
21100,Colonia,Segunda Sección,4000000,3,2,190
21960,Colonia,Esquer (Colonia Orive de Alba),2430000,3,2,315
21387,Fraccionamiento,Pórticos del Valle,399200,3,1,80
21210,Colonia,Alamitos,4497996,5,2,250
21010,Colonia,Caliss,4000000,3,2,190
21255,Fraccionamiento,Villas San Ángel,11240780,4,4,304
21353,Fraccionamiento,Juventud Deportiva 2000,5900000,4,2,210
21353,Fraccionamiento,Villa Esperanza 2000,3002000,3,2,105
21270,Colonia,Santa Teresa,5500000,3,2,180
21258,Fraccionamiento,El Lienzo,2500000,3,3,86
21395,Fraccionamiento,Quinta Alcázar de Toledo,3950000,3,2,145
21396,Colonia,Mexicali,3108000,3,2,109
21050,Fraccionamiento,San Marcos,9460000,4,3,242
21255,Fraccionamiento,Villas San Ángel,6700000,3,2,199
21139,Colonia,San José,6500000,3,2,210
21395,Colonia,Ampliación Villa Florida,1000000,1,1,50
21376,Fraccionamiento,Gran Segovia,4200000,3,3,116
21383,Fraccionamiento,Privadas Campestre,2150000,2,1,122
21383,Fraccionamiento,Privadas Campestre,2370600,2,2,76
21399,Colonia,Villas de La República,2579999,3,2,88
21395,Fraccionamiento,Villa del Roble,2192578,3,2,91
21399,Fraccionamiento,Nuevo Mexicali,3985000,3,2,164
21376,Fraccionamiento,Terrazas del Valle,4422000,3,2,169
21290,Colonia,Ampliación Independencia,1850520,3,2,170
21327,Fraccionamiento,Hacienda de los Portales 3ra. Sección,1150000,2,1,110
21399,Fraccionamiento,Hacienda del Río,1996000,2,1,64
21395,Fraccionamiento,Valle del Pedregal,1400000,1,1,80
21970,Ejido,República Mexicana,8000000,5,2,242
21376,Fraccionamiento,Gran Segovia,4200000,3,2,116
21190,Colonia,Granjas Virreyes,3230000,3,2,105
21255,Fraccionamiento,Residencial Casa Maya,6300000,3,2,140
21399,Fraccionamiento,Nuevo Mexicali,2100000,2,2,97
21600,Fraccionamiento,La Rioja,9500000,3,2,250
21323,Fraccionamiento,Residencial Barcelona,513000,2,2,70
21255,Fraccionamiento,Balboa Residencial,11490000,3,2,232
21378,Fraccionamiento,La Toscana Residencial,5800000,3,2,185
21379,Fraccionamiento,Santa Lucia,2700000,3,2,140
21255,Fraccionamiento,Residencial Casa Maya,4350000,3,4,135
21387,Fraccionamiento,Vista del Valle,612800,3,1,128
21250,Colonia,Benito Juárez,4200000,4,3,180
21355,Fraccionamiento,Villa Residencial del Prado Segunda Etapa,1870000,2,1,90
21395,Fraccionamiento,Valle del Puebla,1350000,2,1,63
21353,Fraccionamiento,Villa Esperanza 2000,2845403,3,2,105
21000,Colonia,Centro Cívico,2799000,3,3,125
21020,Colonia,Burócrata,4800000,3,2,170
21339,Colonia,Ampliación Jardines del Lago,5500000,3,3,202
21379,Fraccionamiento,Las Misiones,1900000,3,2,101
21378,Fraccionamiento,La Toscana Residencial,4696000,3,2,178
21323,Fraccionamiento,Residencial Barcelona,850000,3,2,170
21378,Fraccionamiento,La Toscana Residencial,7900000,5,3,342
21383,Colonia,Unión de Residentes Lázaro Cárdenas,2400000,3,2,90
21100,Colonia,Nueva,5000000,4,2,115
21355,Fraccionamiento,Buenos Aires,438000,2,1,55
21225,Fraccionamiento,Residencial Marsella,3500000,3,2,174
21395,Fraccionamiento,Cantera Residencial,2490000,3,2,116
21254,Fraccionamiento,San Pedro Residencial,15000000,3,3,344
21230,Colonia,Justo Sierra,12600000,6,4,428
21137,Colonia,Luis Donaldo Colosio,1600000,6,2,356
21280,Fraccionamiento,Reforma,3550000,3,2,174
21379,Fraccionamiento,Santa Lucia,2950000,3,2,122
21050,Fraccionamiento,San Marcos,3750000,3,3,240
21255,Fraccionamiento,Residencial Puerta de Alcalá,8200000,3,2,260
21010,Colonia,Caliss,4950000,2,1,170
21395,Fraccionamiento,Monarcas Residencial,1150000,2,1,63
21378,Fraccionamiento,La Toscana Residencial,5800000,3,2,185
21226,Fraccionamiento,Aurea Residencial,7300000,3,2,134
21353,Fraccionamiento,Residencial Madrid,2936116,3,2,105
21397,Colonia,El Vigía,5800000,3,3,175
21330,Colonia,Adolfo López Mateos,2980000,3,2,154
21323,Fraccionamiento,Residencial Barcelona III,480212,3,1,60
21323,Fraccionamiento,Casa Digna,1200000,2,1,52
21360,Colonia,Sanchez Taboada,3750000,3,2,150
21396,Colonia,Mexicali,4100000,3,2,169
21353,Fraccionamiento,Juventud Deportiva 2000,509540,3,1,95
21240,Fraccionamiento,Cataviña,12200000,4,2,497
21254,Fraccionamiento,Real del Sol,9995000,3,4,314
21226,Fraccionamiento,Duara Residencial,11500000,3,2,169
21395,Colonia,Parque Industrial Condesa,2920000,3,2,200
21378,Fraccionamiento,Residencial Sevilla 2da. Sección,3108000,3,2,101
21323,Fraccionamiento,Residencial Barcelona III,2000000,2,1,121
21399,Fraccionamiento,Vivienda Magisterial,1200000,2,1,120
21240,Colonia,Prohogar,5450000,3,3,200
21339,Colonia,Ampliación Jardines del Lago,4936233,3,2,300
21395,Fraccionamiento,Bonaterra Residencial,1350000,2,1,51
21225,Fraccionamiento,Privada Vistahermosa,10200000,3,4,326
21384,Fraccionamiento,Huertas del Colorado,770000,2,1,38
21260,Colonia,Chapultepec los Pinos,6900000,3,4,318
21378,Fraccionamiento,Corsica Residencial,6800000,3,2,207
21355,Fraccionamiento,Quinta Granada,1470000,3,1,61
21030,Colonia,Nacozari,13990000,4,2,300
21378,Colonia,Sombras Jery,5950000,4,3,222
21399,Fraccionamiento,Punta de Estrella,2280000,3,2,134
21323,Fraccionamiento,Casa Digna,545000,3,2,144
21100,Colonia,Primera Sección,2700000,3,2,112
21379,Fraccionamiento,Residencial Quinta del Centro,1800000,2,1,55
21395,Fraccionamiento,Valle de Puebla 6a Sección,600000,1,1,38
21387,Fraccionamiento,Solidaridad Social,1495000,2,1,47
21395,Colonia,El Cóndor,1100000,2,1,60
21360,Colonia,Ex Ejido Coahuila,5490000,1,1,164
21395,Fraccionamiento,Valle de Puebla 6a Sección,481000,2,1,57
21255,Fraccionamiento,Antares Residencial,3295000,2,2,112
21395,Fraccionamiento,La Condesa,1900000,2,1,133
21255,Fraccionamiento,Puerta de Hierro,5980000,3,2,180
21338,Fraccionamiento,Residencial del Bosque,3800000,2,1,140
21225,Fraccionamiento,Cerrada del Sol,4700000,3,2,156
21376,Fraccionamiento,Palmar de Santa Anita,4756500,3,3,185
21383,Colonia,Unión de Residentes Lázaro Cárdenas,2646000,3,2,101
21395,Fraccionamiento,La Condesa,1665143,2,1,72
21387,Fraccionamiento,Lago del Sol Residencial,2915000,2,2,81
21200,Colonia,Cuauhtémoc Sur,2950000,3,2,115
21378,Colonia,Saturno (Abasolo),3400000,3,1,117
21395,Fraccionamiento,Terra Residencial,2900000,2,1,90
21323,Fraccionamiento,Residencial Barcelona III,560000,3,2,140
21040,Fraccionamiento,Calafia,1616580,3,1,220
21355,Fraccionamiento,Residencial Quinta del Rey 2da. Etapa,530000,3,2,109
21378,Fraccionamiento,Villas del Palmar,6391148,3,2,218
21387,Fraccionamiento,Vista del Valle,400000,3,2,109
21255,Fraccionamiento,Balboa Residencial,6150000,3,2,134
21383,Fraccionamiento,Privadas Campestre,2850000,2,1,65
21160,Colonia,San Luis,3350000,2,2,178
21190,Colonia,Huertas de La Progreso,3584700,3,3,113
21370,Colonia,Aldrede,3800000,3,2,113
21298,Fraccionamiento,San Jerónimo,4500000,3,2,145
21290,Colonia,Independencia,3200000,4,2,250
21355,Colonia,Hacienda del Bosque,560000,3,1,115
21399,Fraccionamiento,San Esteban,2100000,2,1,120
21387,Fraccionamiento,Pórticos del Valle,644300,3,1,115
21378,Fraccionamiento,La Toscana Residencial,5125000,3,2,234
21353,Colonia,El Campanario,380000,2,1,80
21350,Colonia,Gómez Farías,2600000,3,2,98
21250,Colonia,Roma,3400000,3,2,185
21323,Fraccionamiento,Residencial Barcelona,746200,2,1,60
21396,Colonia,Mexicali,4500000,3,2,129
21255,Fraccionamiento,Antares Residencial,5700000,3,2,119
21378,Fraccionamiento,Cerrada Quebec,3700000,3,2,120
21224,Colonia,Poblado Compuertas,3700000,3,1,180
21353,Colonia,Paseos de Xochimilco,2750000,4,1,120
21355,Colonia,Hacienda del Bosque,560000,3,1,115
21379,Fraccionamiento,Santa Lucia,2750000,3,3,145
21354,Fraccionamiento,Villa del Rey Segunda Etapa,2200000,2,2,120
21395,Colonia,Parque Industrial Condesa,1300000,2,1,104
21378,Fraccionamiento,Corsica Residencial,5500000,3,2,207
21355,Fraccionamiento,Quinta Granada,2983000,3,2,105
21230,Fraccionamiento,Las Fuentes,2850000,4,2,126
21190,Fraccionamiento,Real Virreyes,3230000,3,2,105
21386,Fraccionamiento,El Dorado,1720000,3,2,105
21180,Colonia,Universitario,2400000,3,2,125
21290,Colonia,Independencia,2300000,2,1,120
21350,Colonia,Conjunto Urbano Esperanza,1875000,4,1,148
21254,Fraccionamiento,Residencial Coronado,4300000,3,3,145
21355,Fraccionamiento,Quinta Granada,2933644,3,2,105
21378,Fraccionamiento,Residencial Sevilla 2da. Sección,2500000,3,1,180
21180,Fraccionamiento,Villafontana,7800000,3,3,300
21280,Colonia,Maestros Estatales,3700000,3,1,87
21327,Fraccionamiento,Hacienda de los Portales 2da Sección,900000,2,1,36
21396,Colonia,Mexicali,1600000,3,1,101
21323,Fraccionamiento,Residencial Barcelona III,560000,3,2,140
21254,Fraccionamiento,San Pedro Residencial Segunda Sección,11500000,3,3,247
21200,Colonia,Cuauhtémoc Norte,3000000,3,1,220
21376,Fraccionamiento,Misión del Valle,5504000,3,3,155
21383,Fraccionamiento,Privadas Campestre,2646000,3,1,109
21255,Fraccionamiento,Montecarlo,3600000,4,3,180
21395,Fraccionamiento,La Condesa,947000,2,1,38
21387,Fraccionamiento,Laguna Campestre,2203574,2,2,76
21339,Fraccionamiento,Santa Mónica,2780000,3,2,169
21298,Fraccionamiento,Misión de Santo Domingo,3650000,3,2,122
21399,Fraccionamiento,Nuevo Mexicali,2580000,3,2,89
21378,Fraccionamiento,Sevilla,4495000,3,2,164
21376,Fraccionamiento,Bosque del Sol,4100000,2,2,199
21137,Ejido,Desarrollo Urbano Ex Ejido Orizaba,8900000,3,2,269
21850,Colonia,Los Gavilanes Sección 2,6400000,3,2,193
21353,Fraccionamiento,Juventud Deportiva 2000,509540,3,1,95
21200,Colonia,Cuauhtémoc Norte,2995000,3,1,256
21376,Fraccionamiento,Residencial Segovia,3500000,2,1,155
21399,Colonia,Villas de La República,2580000,3,2,120
21190,Fraccionamiento,Real Virreyes,3300000,3,1,106
21378,Fraccionamiento,Adara Residencial,4950000,2,2,107
21190,Fraccionamiento,Real Virreyes,2053928,2,2,71
21225,Fraccionamiento,Cerrada del Sol,6500000,3,2,197
21220,Colonia,Flores Magón,2700000,2,2,71
21378,Fraccionamiento,La Toscana Residencial,5685900,3,2,188
21270,Colonia,Santa Teresa,4980000,3,2,165
21254,Colonia,Parque Industrial Calafia,6500000,3,2,210
21376,Fraccionamiento,Cerrada Abedul,12500000,3,2,280
21600,Fraccionamiento,La Rioja,8200000,3,2,234
21738,Ejido,Sonora,4250000,3,3,132
21395,Fraccionamiento,Parajes de Oriente,1300000,2,1,63
21378,Fraccionamiento,Adara Residencial,5300000,4,2,206
21180,Fraccionamiento,Villafontana,6450000,4,3,289
21353,Fraccionamiento,Residencial Madrid 2da. Sección,1800000,3,1,80
21300,Colonia,División del Norte,1500000,2,1,60
21378,Colonia,Sombras Jery,5100000,3,2,192
21327,Fraccionamiento,Hacienda de Los Portales,1460000,1,1,75
21387,Colonia,5 de Julio,2500000,3,1,112
21240,Fraccionamiento,Cataviña,15650000,4,4,421
21378,Fraccionamiento,Residencial Sevilla 2da. Sección,2170000,3,1,60
21353,Colonia,Paseos de Xochimilco,1262090,2,1,90
21376,Fraccionamiento,Puerta del Sol 2da Etapa,4200000,3,2,110
21170,Fraccionamiento,27 de Septiembre,2500000,3,2,278
21355,Fraccionamiento,Villa Lomas Altas,480000,3,1,145
21255,Fraccionamiento,Montecarlo 3ra. Sección,7500000,3,2,220
21255,Fraccionamiento,Balboa Residencial,7500000,3,2,220
21378,Fraccionamiento,Cerrada Quebec,3750000,3,2,114
21395,Fraccionamiento,Quinta Alcázar de Toledo,3900000,3,2,164
21190,Fraccionamiento,Residencial San Andrés,1900000,2,1,66
21395,Fraccionamiento,Valle del Pedregal 3a Sección,2002443,2,2,79
21297,Fraccionamiento,San Fernando,1996000,2,1,64
21379,Fraccionamiento,Villa Bonita,3200000,3,2,122
21255,Fraccionamiento,Balboa Residencial,7500000,3,3,275
21270,Colonia,Santa Teresa,5000000,3,2,197
21323,Fraccionamiento,Residencial Barcelona,2200000,3,1,80
21255,Fraccionamiento,Antares Residencial,5850000,3,2,118
21380,Fraccionamiento,Justo Sierra,3049000,3,2,109
21338,Fraccionamiento,Residencial del Bosque,3500000,3,2,400
21339,Colonia,Ampliación Jardines del Lago,6000000,4,3,302
21190,Colonia,Granjas Virreyes,2668400,2,1,79
21821,Colonia,Lázaro Cárdenas (La Veintiocho),650000,3,2,256
21378,Fraccionamiento,Monet Residencial,4035000,3,2,129
21383,Colonia,Unión de Residentes Lázaro Cárdenas,2557875,3,2,89
21280,Colonia,Insurgentes Oeste,2950000,2,1,120
21395,Fraccionamiento,Altaria Residencial,4700000,3,3,184
21353,Fraccionamiento,Terrazas del Sol,742300,2,1,124
21323,Fraccionamiento,Residencial Barcelona II,1650000,2,1,73
21378,Fraccionamiento,La Toscana Residencial,6850000,5,4,189
21225,Fraccionamiento,Privada Vistahermosa,9250000,3,2,180
21387,Fraccionamiento,Vista del Valle,470000,3,1,99
21356,Colonia,Villa del Sol INFONAVIT,4900000,5,4,317
21290,Colonia,Ampliación Independencia,6950000,3,2,190
21355,Fraccionamiento,Villa Lomas Altas,511580,2,1,90
21387,Fraccionamiento,Laguna Campestre,5100000,3,3,265
21387,Fraccionamiento,Laguna Campestre,853200,2,1,58
21378,Fraccionamiento,Residencial Sevilla 2da. Sección,4500000,3,2,127
21395,Fraccionamiento,Residencial Natura,3885000,3,2,137
21307,Fraccionamiento,Villanova,2500000,3,1,160
21395,Fraccionamiento,Victoria Residencial,5088000,3,3,155
21298,Fraccionamiento,Misión San Adrian,3465000,3,1,149
21254,Fraccionamiento,Antea Residencial,15650000,4,4,421
21399,Fraccionamiento,Punta de Estrella,1990000,3,2,101
21384,Colonia,El Ciprés,14495000,3,2,246
21188,Colonia,Solidaridad INFONAVIT,1300000,3,1,82
21255,Fraccionamiento,Residencial Puerta de Alcalá,8500000,3,3,248
21910,Colonia,Lázaro Cárdenas,4000000,3,2,123
21383,Fraccionamiento,Privadas Campestre,2170000,2,1,76
21353,Colonia,Paseos de Xochimilco,4300000,3,3,242
21383,Fraccionamiento,Privadas Campestre,2455000,3,2,109
21323,Fraccionamiento,Residencial Barcelona,714000,3,2,170
21100,Colonia,Segunda Sección,2720000,3,2,112
21395,Fraccionamiento,Parajes de Oriente,1300000,2,1,63
21384,Fraccionamiento,Valle de Puebla 2da. Sección,1350000,2,1,63
21378,Fraccionamiento,Cerrada Quebec,1850000,3,1,90
21285,Colonia,Residencias Imperiales,6500000,3,2,206
21353,Fraccionamiento,Terrazas del Sol,2700000,3,2,180
21383,Fraccionamiento,Privadas Campestre,3800000,3,2,130
21395,Fraccionamiento,La Condesa,2247390,3,2,91
21225,Fraccionamiento,Cerrada del Sol,4400000,3,2,175
21355,Fraccionamiento,Villa las Lomas,740000,2,1,38
21384,Colonia,El Ciprés,1200000,2,1,63
21137,Colonia,Carlos Salinas,2100000,3,2,400
21355,Fraccionamiento,Villa Lomas Altas,1700000,2,1,65
21120,Colonia,Río Nuevo,3600000,4,3,177
21323,Fraccionamiento,Pacífica Residencial,480212,3,1,60
21255,Fraccionamiento,Residencial Casa Maya II,6650000,3,2,232
21010,Fraccionamiento,Residencial Cerrada del Parque,4500000,3,3,290
21240,Colonia,Prohogar,3500000,3,2,115
21378,Fraccionamiento,Adara Residencial,4200000,3,2,134
21600,Colonia,Islas Agrarias B,4462000,2,2,134
21255,Fraccionamiento,Montecarlo,4300000,3,1,127
21020,Colonia,Burócrata,5000000,4,2,300
21355,Fraccionamiento,Quinta Granada,1669500,2,1,65
21354,Fraccionamiento,Casa Magna,2650000,3,2,148
21387,Fraccionamiento,Jardines de Calafia,260000,2,1,49
21280,Colonia,Insurgentes Oeste,2814342,3,2,105
21255,Fraccionamiento,Antares Residencial,12900000,4,4,256
21600,Fraccionamiento,La Rioja,6750000,3,2,178
21290,Colonia,Ampliación Independencia,2500000,5,3,300
21370,Colonia,Lázaro Cárdenas,2760000,2,1,120
21355,Fraccionamiento,Villa del Rey Quinta Etapa,543000,2,2,97
21060,Colonia,Anáhuac,1700000,2,1,65
21255,Fraccionamiento,Montecarlo,2550000,3,2,103
21188,Colonia,Progreso,680000,2,1,38
21355,Fraccionamiento,Villa Residencial del Prado,1350000,2,1,60
21320,Colonia,Lucio Blanco,1475000,4,2,145
21255,Fraccionamiento,Montecarlo 3ra. Sección,7500000,3,2,258
21353,Fraccionamiento,Xochicalli,2933644,3,2,80
21219,Fraccionamiento,Residencial Hípico,3850000,3,3,130
21210,Colonia,Estatutos Jurídicos,4500000,5,2,250
21230,Fraccionamiento,Los Pinos,5950000,3,2,150
21226,Fraccionamiento,Duara Residencial,8650000,4,3,123
21255,Fraccionamiento,Antares Residencial,6550000,3,2,204
21600,Fraccionamiento,La Rioja,14500000,3,2,390
21383,Fraccionamiento,Privadas Campestre,2350000,3,2,94
21040,Fraccionamiento,Calafia,10500000,4,3,407
21060,Colonia,Anáhuac,2500000,3,2,90
21050,Fraccionamiento,San Marcos,4376000,4,3,300
21323,Fraccionamiento,Casa Digna,750000,2,2,53
21323,Fraccionamiento,Residencial Barcelona III,513000,2,1,65
21060,Colonia,Anáhuac,1380000,3,1,60
21298,Fraccionamiento,Misión de Santo Domingo,3450000,3,3,122
21378,Fraccionamiento,Adara Residencial,4500000,3,2,134
21384,Fraccionamiento,Valle de Puebla 2da. Sección,1250000,2,1,61
21376,Fraccionamiento,Gran Segovia,4250000,3,2,112
21376,Fraccionamiento,Hacienda Dorada,5454000,3,3,155
21353,Fraccionamiento,Villa del Rey Tercera Etapa,1815000,2,2,60
21355,Fraccionamiento,Quinta Granada,2860000,3,2,80
21040,Fraccionamiento,Calafia,850000,2,1,70
21255,Fraccionamiento,Villas San Ángel,6750000,3,2,267
21255,Fraccionamiento,Residencial Casa Maya II,7000000,3,2,232
21355,Colonia,Hacienda del Bosque,630000,3,2,123
21376,Fraccionamiento,Verona,5290000,5,3,212
21240,Colonia,Prohogar,3390000,3,2,107
21395,Colonia,Parque Industrial Condesa,1553984,2,1,69
21323,Fraccionamiento,Pacífica Residencial,1695000,2,1,72
21378,Fraccionamiento,Adara Residencial,5300000,3,2,192
21180,Fraccionamiento,Villafontana,7650000,3,3,280
21050,Fraccionamiento,San Marcos,2390000,4,2,107
21220,Colonia,Corregidora,6300000,3,2,159
21030,Colonia,Nacozari,4000000,3,2,190
21200,Colonia,Cuauhtémoc Norte,7000000,3,4,260
21138,Fraccionamiento,Valle de las Misiones,615000,2,1,38
21353,Fraccionamiento,Gran Venecia,3990000,4,3,189
21226,Fraccionamiento,Aurea Residencial,12000000,3,2,190
21395,Fraccionamiento,Villa Florida,1877000,3,2,205
21395,Fraccionamiento,Valle del Pedregal 6a Sección,900000,2,1,38
21376,Fraccionamiento,Verona,5500000,3,2,206
21850,Colonia,Ampliación Poniente,406200,2,2,120
21254,Fraccionamiento,San Pedro Residencial Segunda Sección,15650000,4,4,421
21355,Fraccionamiento,Quinta del Rey,2950000,3,1,187
21100,Colonia,Nueva,5500000,3,3,213
21383,Fraccionamiento,Privadas Campestre,3300000,3,1,80
21354,Fraccionamiento,Villa del Rey Primera Etapa,2350000,3,2,123
21190,Fraccionamiento,Residencial San Andrés,2150000,3,2,87
21200,Colonia,Cuauhtémoc Norte,3150000,3,2,110
21270,Colonia,Santa Teresa,5500000,3,2,160
21378,Fraccionamiento,Adara Residencial,5500000,3,2,118
21376,Colonia,Plutarco Elías Calles,6450000,3,2,207
21395,Fraccionamiento,Terra Residencial,3200000,3,2,109
21030,Colonia,Libertad,5900000,4,2,262
21355,Fraccionamiento,Quinta del Rey,2200000,3,2,110
21255,Fraccionamiento,Villas San Ángel,8798000,4,4,225
21040,Fraccionamiento,Calafia,2850000,2,2,118
21387,Fraccionamiento,Lago del Sol Residencial,4315000,3,2,148
21220,Colonia,El Porvenir,2500000,1,1,72
21138,Fraccionamiento,Valle de las Misiones,673290,2,1,70
21387,Fraccionamiento,Laguna Campestre,3400000,4,2,114
21255,Fraccionamiento,Residencial Puerta de Alcalá,8500000,3,2,248
21355,Fraccionamiento,Quinta Granada,1926400,3,2,80
21354,Fraccionamiento,Casa Magna,3500000,2,1,130
21378,Fraccionamiento,La Toscana Residencial,5800000,3,2,189
21353,Fraccionamiento,Juventud Deportiva 2000,2845000,3,2,105
21254,Fraccionamiento,San Pedro Residencial,13000000,3,2,254
21200,Colonia,Cuauhtémoc Norte,4850000,3,2,161
21250,Colonia,Roma,3500000,3,2,113
21395,Fraccionamiento,Villa del Roble,2600000,3,3,121
21240,Fraccionamiento,Cataviña,11850000,4,4,454
21399,Fraccionamiento,Hacienda del Río,1980000,2,1,64
21378,Fraccionamiento,La Toscana Residencial,4697000,3,2,158
21255,Fraccionamiento,Cumbres Provenza,8600000,3,2,218
21180,Fraccionamiento,Villafontana,5800000,4,4,260
21376,Fraccionamiento,Palmar de Santa Anita,4450000,3,3,155
21354,Fraccionamiento,Villa del Rey Primera Etapa,2545000,3,1,118
21339,Colonia,Ampliación Jardines del Lago,6900000,3,2,300
21387,Fraccionamiento,Vista del Valle,470000,2,1,99
21210,Colonia,Estatutos Jurídicos,800000,4,2,304
21376,Fraccionamiento,Verona,5290000,4,3,212
21378,Fraccionamiento,Villas del Palmar,2358000,3,2,115
21339,Colonia,Ampliación Jardines del Lago,3700000,3,1,143
21376,Fraccionamiento,Gran Segovia,4300000,3,2,118
21100,Colonia,Nueva,2500000,2,1,277
21323,Fraccionamiento,Residencial Barcelona,702000,2,1,80
21230,Colonia,Justo Sierra,1800000,3,1,74
21356,Colonia,Villa del Sol INFONAVIT,2300000,2,1,70
21260,Colonia,1 de Diciembre,6495000,5,2,200
21353,Colonia,El Campanario,2264000,3,2,90
21100,Colonia,Segunda Sección,7800000,6,3,191
21240,Colonia,Prohogar,3350000,3,2,120
21376,Fraccionamiento,Mayakhan Residencial,3750000,3,1,158
21740,Colonia,Independencia,3850000,3,2,187
21355,Fraccionamiento,Villa las Lomas,1840000,3,1,74
21240,Fraccionamiento,Cataviña,12700000,4,2,497
21399,Fraccionamiento,Hacienda del Río,1985000,2,1,69
21254,Fraccionamiento,Real del Sol,4850000,3,2,175
21170,Fraccionamiento,27 de Septiembre,2700000,3,2,119
21379,Fraccionamiento,Los Prados,600000,3,1,180
21397,Colonia,Pimsa II,1900000,2,2,69
21100,Colonia,Nueva,3990000,3,2,123
21298,Fraccionamiento,Burócratas Federales,3090000,4,2,156
21165,Fraccionamiento,Popular Nacionalistas,2200000,3,1,121
21254,Fraccionamiento,Vía Residencial,9500000,4,3,368
21353,Colonia,Paseos de Xochimilco,3200000,3,2,210
21030,Colonia,Libertad,5000000,4,3,387
21389,Fraccionamiento,Veneto Residencial,1300000,3,2,110
21376,Fraccionamiento,Mayakhan Residencial,4700000,2,2,224
21219,Fraccionamiento,Residencial Hípico,2500000,3,1,138
21188,Colonia,Progreso,700000,2,1,38
21395,Fraccionamiento,Valle del Puebla,1250000,2,1,61
21240,Fraccionamiento,Cataviña,11500000,4,2,454
21395,Fraccionamiento,La Condesa,2002400,2,1,79
21180,Fraccionamiento,Villafontana,6850000,5,4,360
21254,Fraccionamiento,Hacienda Bilbao,9000000,4,3,224
21395,Fraccionamiento,Altaria Residencial,870000,2,1,51
21376,Fraccionamiento,Mayakhan Residencial,3750000,3,1,158
21219,Fraccionamiento,Residencial Hípico,2300000,2,2,160
21255,Fraccionamiento,Balboa Residencial,6150000,3,2,134
21307,Fraccionamiento,Villanova,3700000,3,2,153
21370,Colonia,Carbajal,3260000,3,2,187
21225,Fraccionamiento,Residencial Marsella,3500000,3,1,158
21190,Fraccionamiento,Real Virreyes,2795000,3,2,106
21378,Fraccionamiento,Adara Residencial,5300000,3,2,206
21353,Fraccionamiento,Xochicalli,2814341,3,2,105
21138,Fraccionamiento,Valle de las Misiones,650204,1,1,82
21323,Fraccionamiento,Residencial Barcelona II,1650000,3,1,63
21395,Fraccionamiento,Altaria Residencial,4450000,3,2,155
21180,Fraccionamiento,Villafontana,7500000,4,3,300
21200,Colonia,Cuauhtémoc Sur,2504058,3,1,200
21376,Fraccionamiento,Mayakhan Residencial,3900000,3,2,166
21353,Fraccionamiento,Terrazas del Sol,2800000,3,2,138
21255,Fraccionamiento,Balboa Residencial,6100000,3,2,135
21354,Fraccionamiento,Gran Hacienda,2545000,4,1,118
21395,Fraccionamiento,Quinta Alcázar de Toledo,3500000,3,2,120
21384,Fraccionamiento,Huertas del Colorado,1250000,2,1,63
21010,Colonia,Industrial,490000,4,3,380
21320,Fraccionamiento,Madeira Residencia,3997000,3,2,184
21180,Fraccionamiento,Villafontana,8900000,5,3,275
21399,Fraccionamiento,Hacienda del Río,2580000,3,2,89
21320,Fraccionamiento,Península Residencial,3990000,3,2,124
21220,Colonia,Flores Magón,2700000,2,2,79
21337,Colonia,Televisora,2671000,3,1,170
21355,Colonia,Hacienda del Bosque,560000,3,1,115
21254,Fraccionamiento,Privada San Miguel,10495000,3,4,246
21270,Colonia,Santa Rosalía,3549000,3,2,107
21100,Colonia,Nueva,4200000,4,2,179
21378,Fraccionamiento,Villa del Cedro,3100000,3,2,120
21354,Fraccionamiento,Villa del Rey Segunda Etapa,1529000,2,1,50
21600,Fraccionamiento,La Rioja,9500000,3,2,222
21254,Fraccionamiento,Vía Residencial,13900000,3,3,315
21355,Fraccionamiento,Villa Residencial del Prado,2200000,3,2,105
21395,Fraccionamiento,La Condesa,2192578,3,2,91
21255,Fraccionamiento,Puerta de Hierro,11252780,3,3,277
21355,Fraccionamiento,Villa Residencial del Prado,827500,3,1,120
21255,Fraccionamiento,Villas San Ángel,6600000,3,2,199
21384,Fraccionamiento,Valle de Puebla 2da. Sección,1350000,2,1,63
21387,Colonia,Rivera Campestre,3100000,3,2,120
21200,Colonia,Cuauhtémoc Norte,4850000,3,2,162
21395,Fraccionamiento,Quinta Alcázar de Toledo,4250000,3,2,170
